bugFixingId;bugFixingTs;bugFixingFileChanged;bugInducingId;bugInducingTs;issueId;note
2f2698fa5739eba1cdc3bdf8299a754fb98ae871;2016-06-15T02:02:22+0900;src/changes/changes.xml;;;BCEL-243;No changed lines, only additions
2f2698fa5739eba1cdc3bdf8299a754fb98ae871;2016-06-15T02:02:22+0900;src/main/java/org/apache/bcel/generic/Type.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-243;
2f2698fa5739eba1cdc3bdf8299a754fb98ae871;2016-06-15T02:02:22+0900;src/test/java/org/apache/bcel/generic/TypeTestCase.java;;;BCEL-243;No changed lines, only additions
4b46a1595c4c8688644549b3cd762819f4ccfac0;2016-06-10T21:07:25+0900;;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-273;description/comments
4b46a1595c4c8688644549b3cd762819f4ccfac0;2016-06-10T21:07:25+0900;;8ddaf505ae033aae2ed71e900b53159ce640f37c;2016-06-08T02:13:56+0900;BCEL-273;description/comments
4b46a1595c4c8688644549b3cd762819f4ccfac0;2016-06-10T21:07:25+0900;;00196e4c7d6cafcf7ff94aa6d2e068dde5b6e36f;2015-08-10T07:24:59+0900;BCEL-273;description/comments
4b46a1595c4c8688644549b3cd762819f4ccfac0;2016-06-10T21:07:25+0900;;58e0a1f9ffefd97b803ede8138e7cfad225aeb2c;2016-06-08T02:16:00+0900;BCEL-273;description/comments
cc50f64aa8598728365f282056035cfc094e7bbd;2016-06-01T13:46:44+0900;src/changes/changes.xml;;;BCEL-271;No changed lines, only additions
cc50f64aa8598728365f282056035cfc094e7bbd;2016-06-01T13:46:44+0900;src/main/java/org/apache/commons/bcel6/util/InstructionFinder.java;02f53e4fa6ec7fa339c8c9273183669d7f5928c9;2015-09-11T09:30:19+0900;BCEL-271;
07e0698ed6961ac535a8971e52d61e53f877f58e;2016-02-05T15:09:42+0900;src/main/java/org/apache/commons/bcel6/generic/InstructionList.java;02f53e4fa6ec7fa339c8c9273183669d7f5928c9;2015-09-11T09:30:19+0900;BCEL-269;
0b85abad6a951191875d8cb2af84a7da804c30c9;2015-09-12T20:22:02+0900;src/changes/changes.xml;feba9d2cb9dcb009f64fb8107febf1af8a9b8b40;2015-09-11T21:37:21+0900;BCEL-264;
0b85abad6a951191875d8cb2af84a7da804c30c9;2015-09-12T20:22:02+0900;src/main/java/org/apache/commons/bcel6/classfile/ConstantMethodHandle.java;;;BCEL-264;No changed lines, only additions
0b85abad6a951191875d8cb2af84a7da804c30c9;2015-09-12T20:22:02+0900;src/main/java/org/apache/commons/bcel6/classfile/ConstantMethodType.java;;;BCEL-264;No changed lines, only additions
0b85abad6a951191875d8cb2af84a7da804c30c9;2015-09-12T20:22:02+0900;src/main/java/org/apache/commons/bcel6/classfile/DescendingVisitor.java;;;BCEL-264;No changed lines, only additions
0b85abad6a951191875d8cb2af84a7da804c30c9;2015-09-12T20:22:02+0900;src/main/java/org/apache/commons/bcel6/classfile/EmptyVisitor.java;;;BCEL-264;No changed lines, only additions
0b85abad6a951191875d8cb2af84a7da804c30c9;2015-09-12T20:22:02+0900;src/main/java/org/apache/commons/bcel6/classfile/ParameterAnnotationEntry.java;;;BCEL-264;No changed lines, only additions
0b85abad6a951191875d8cb2af84a7da804c30c9;2015-09-12T20:22:02+0900;src/main/java/org/apache/commons/bcel6/classfile/Visitor.java;;;BCEL-264;No changed lines, only additions
0b85abad6a951191875d8cb2af84a7da804c30c9;2015-09-12T20:22:02+0900;src/test/java/org/apache/commons/bcel6/visitors/CounterVisitor.java;;;BCEL-264;No changed lines, only additions
4374b673a2b2ebbc7042c062b4f87ab49dd14930;2015-08-28T08:14:46+0900;src/main/java/org/apache/commons/bcel6/generic/InstructionComparator.java;;;BCEL-195;
80ed7676093c6ee19c271fd9414d360b6a8d1712;2015-08-28T08:08:28+0900;src/changes/changes.xml;;;BCEL-195;No changed lines, only additions
80ed7676093c6ee19c271fd9414d360b6a8d1712;2015-08-28T08:08:28+0900;src/main/java/org/apache/commons/bcel6/generic/InstructionComparator.java;;;BCEL-195;
80ed7676093c6ee19c271fd9414d360b6a8d1712;2015-08-28T08:08:28+0900;src/test/java/org/apache/commons/bcel6/generic/InstructionHandleTestCase.java;;;BCEL-195;No changed lines, only additions
06d969a8fe228de6a637e832743cf6df518fceb0;2015-08-28T07:27:01+0900;src/changes/changes.xml;;;BCEL-260;No changed lines, only additions
06d969a8fe228de6a637e832743cf6df518fceb0;2015-08-28T07:27:01+0900;src/examples/ClassDumper.java;2c76cda4b5a6032129b27c6e4806c5c683e5e715;2015-08-25T04:47:28+0900;BCEL-260;
7e303218009724e91ed7d3a008f89e8659567072;2015-08-27T02:59:54+0900;src/changes/changes.xml;;;BCEL-258;No changed lines, only additions
7e303218009724e91ed7d3a008f89e8659567072;2015-08-27T02:59:54+0900;src/test/java/org/apache/commons/bcel6/generic/JDKGenericDumpTestCase.java;;;BCEL-258;No changed lines, only additions
b227b3b6aa81ad319bdfe91a7611b957f0beffdf;2015-08-27T02:58:31+0900;src/changes/changes.xml;;;BCEL-257;No changed lines, only additions
b227b3b6aa81ad319bdfe91a7611b957f0beffdf;2015-08-27T02:58:31+0900;src/main/java/org/apache/commons/bcel6/generic/INVOKESPECIAL.java;;;BCEL-257;No changed lines, only additions
b227b3b6aa81ad319bdfe91a7611b957f0beffdf;2015-08-27T02:58:31+0900;src/main/java/org/apache/commons/bcel6/generic/INVOKESTATIC.java;;;BCEL-257;No changed lines, only additions
b227b3b6aa81ad319bdfe91a7611b957f0beffdf;2015-08-27T02:58:31+0900;src/main/java/org/apache/commons/bcel6/generic/INVOKEVIRTUAL.java;;;BCEL-257;No changed lines, only additions
5627e45ac3b893b7b8f69566738f8f09167fc87a;2015-08-26T23:52:09+0900;pom.xml;ecf8799fd3d401e7afcb62afa061daef50a37b61;2015-08-25T19:51:46+0900;BCEL-258;
5627e45ac3b893b7b8f69566738f8f09167fc87a;2015-08-26T23:52:09+0900;src/test/java/org/apache/commons/bcel6/classfile/JDKClassDumpTestCase.java;;;BCEL-258;No changed lines, only additions
2c76cda4b5a6032129b27c6e4806c5c683e5e715;2015-08-25T04:47:28+0900;src/examples/ClassDumper.java;;;BCEL-254;No changed lines, only additions
bf300c3e8f03bf9aa1ff66195d79cafd8a626cb0;2015-08-25T04:46:43+0900;src/changes/changes.xml;;;BCEL-254;No changed lines, only additions
bf300c3e8f03bf9aa1ff66195d79cafd8a626cb0;2015-08-25T04:46:43+0900;src/main/java/org/apache/commons/bcel6/classfile/Constant.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-254;
bf300c3e8f03bf9aa1ff66195d79cafd8a626cb0;2015-08-25T04:46:43+0900;src/main/java/org/apache/commons/bcel6/util/BCELifier.java;f5e8a156a700ece9919778f4a4ca6753739141dd;2015-08-18T20:34:26+0900;BCEL-254;
a375a02891369b9f0204e33a25ebfad424d642a7;2015-08-24T07:36:37+0900;src/changes/changes.xml;;;BCEL-245;No changed lines, only additions
c4560eabcd60cd0f0e211978036519db748360fa;2015-08-24T01:52:06+0900;src/changes/changes.xml;;;BCEL-253;No changed lines, only additions
c4560eabcd60cd0f0e211978036519db748360fa;2015-08-24T01:52:06+0900;src/main/java/org/apache/commons/bcel6/verifier/structurals/ControlFlowGraph.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-253;
c4560eabcd60cd0f0e211978036519db748360fa;2015-08-24T01:52:06+0900;src/main/java/org/apache/commons/bcel6/verifier/structurals/Subroutines.java;294b5827154e60ccde947a7c850a98104d670041;2015-08-21T06:36:33+0900;BCEL-253;
21feca713e75b1c486d9fca07aa9aea19410d72c;2015-08-21T21:33:44+0900;src/changes/changes.xml;;;BCEL-202;No changed lines, only additions
21feca713e75b1c486d9fca07aa9aea19410d72c;2015-08-21T21:33:44+0900;src/main/java/org/apache/commons/bcel6/classfile/StackMap.java;;;BCEL-202;No changed lines, only additions
21feca713e75b1c486d9fca07aa9aea19410d72c;2015-08-21T21:33:44+0900;src/main/java/org/apache/commons/bcel6/classfile/StackMapEntry.java;;;BCEL-202;
36066a5695899b6df3272e469658f56827fac461;2015-08-21T20:32:35+0900;src/changes/changes.xml;;;BCEL-251;No changed lines, only additions
36066a5695899b6df3272e469658f56827fac461;2015-08-21T20:32:35+0900;src/main/java/org/apache/commons/bcel6/Constants.java;;;BCEL-251;No changed lines, only additions
36066a5695899b6df3272e469658f56827fac461;2015-08-21T20:32:35+0900;src/main/java/org/apache/commons/bcel6/verifier/statics/Pass3aVerifier.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-251;
c2f5b0afe28af49f3b0360661545d52df70eac7e;2015-08-20T21:19:42+0900;src/changes/changes.xml;;;BCEL-249;No changed lines, only additions
c2f5b0afe28af49f3b0360661545d52df70eac7e;2015-08-20T21:19:42+0900;src/main/java/org/apache/commons/bcel6/generic/BranchInstruction.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-249;
c2f5b0afe28af49f3b0360661545d52df70eac7e;2015-08-20T21:19:42+0900;src/main/java/org/apache/commons/bcel6/generic/GOTO.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-249;
c2f5b0afe28af49f3b0360661545d52df70eac7e;2015-08-20T21:19:42+0900;src/main/java/org/apache/commons/bcel6/generic/Instruction.java;;;BCEL-249;No changed lines, only additions
c2f5b0afe28af49f3b0360661545d52df70eac7e;2015-08-20T21:19:42+0900;src/main/java/org/apache/commons/bcel6/generic/JSR.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-249;
c2f5b0afe28af49f3b0360661545d52df70eac7e;2015-08-20T21:19:42+0900;src/main/java/org/apache/commons/bcel6/generic/PUSH.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-249;
f1b42f447342224bec53e1c991057432f7365102;2015-08-20T20:30:47+0900;src/changes/changes.xml;;;BCEL-127;No changed lines, only additions
7f98a3a249cd1dea6c4113856e34350aa32ee84d;2015-08-20T20:28:00+0900;src/main/java/org/apache/commons/bcel6/generic/InstructionFactory.java;;;BCEL-127;No changed lines, only additions
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/changes/changes.xml;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/classfile/Attribute.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/classfile/Constant.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/classfile/ConstantCP.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/classfile/ElementValue.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/classfile/FieldOrMethod.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/AnnotationElementValueGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/ArrayElementValueGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/ArrayType.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/BranchInstruction.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/CPInstruction.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/ClassElementValueGen.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/ConstantPoolGen.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/ElementValueGen.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/EnumElementValueGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/Instruction.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/InstructionComparator.java;;;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/LDC.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/SimpleElementValueGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
12fa860b66d1e7ea61d1e2297edcd59857ce0c66;2015-08-18T19:17:53+0900;src/main/java/org/apache/commons/bcel6/generic/Type.java;;;BCEL-232;
3eb7299f4fad1fd95c13c81c7b67cdf2cc86b93d;2015-08-16T18:25:33+0900;src/examples/ProxyCreator.java;;;BCEL-110;No changed lines, only additions
9f307d3947513e9008eda54b9d9dfdcdf76b4031;2015-08-16T16:51:45+0900;src/changes/changes.xml;;;BCEL-110;
9f307d3947513e9008eda54b9d9dfdcdf76b4031;2015-08-16T16:51:45+0900;src/main/java/org/apache/commons/bcel6/util/JavaWrapper.java;;;BCEL-110;
b4d4d168b6077c8c6a35257dee0967fbb85398c5;2015-08-15T07:22:47+0900;src/main/java/org/apache/commons/bcel6/generic/MethodGen.java;;;BCEL-79;
b4d4d168b6077c8c6a35257dee0967fbb85398c5;2015-08-15T07:22:47+0900;src/test/java/org/apache/commons/bcel6/PLSETestCase.java;;;BCEL-79;No changed lines, only additions
b4d4d168b6077c8c6a35257dee0967fbb85398c5;2015-08-15T07:22:47+0900;src/test/java/org/apache/commons/bcel6/data/PLSETestClass.java;;;BCEL-79;No changed lines, only additions
5292a12753c590a62a21f991057db3c4ed5d3775;2015-08-14T07:04:00+0900;src/changes/changes.xml;;;BCEL-110;No changed lines, only additions
5292a12753c590a62a21f991057db3c4ed5d3775;2015-08-14T07:04:00+0900;src/main/java/org/apache/commons/bcel6/util/ClassLoader.java;;;BCEL-110;No changed lines, only additions
35ac47dc112c69259622bf1f702aa809c5307ecd;2015-08-14T06:21:12+0900;src/changes/changes.xml;;;BCEL-208;No changed lines, only additions
35ac47dc112c69259622bf1f702aa809c5307ecd;2015-08-14T06:21:12+0900;src/main/java/org/apache/commons/bcel6/generic/LocalVariableGen.java;;;BCEL-208;
35ac47dc112c69259622bf1f702aa809c5307ecd;2015-08-14T06:21:12+0900;src/main/java/org/apache/commons/bcel6/generic/MethodGen.java;;;BCEL-208;
35ac47dc112c69259622bf1f702aa809c5307ecd;2015-08-14T06:21:12+0900;src/test/java/org/apache/commons/bcel6/PLSETestCase.java;;;BCEL-208;No changed lines, only additions
35ac47dc112c69259622bf1f702aa809c5307ecd;2015-08-14T06:21:12+0900;src/test/java/org/apache/commons/bcel6/data/PLSETestClass.java;;;BCEL-208;No changed lines, only additions
ecdc6f1f11178c29c812ecd5725c2a2818d3f255;2015-08-14T04:50:41+0900;src/changes/changes.xml;;;BCEL-217;No changed lines, only additions
ecdc6f1f11178c29c812ecd5725c2a2818d3f255;2015-08-14T04:50:41+0900;src/main/java/org/apache/commons/bcel6/util/InstructionFinder.java;;;BCEL-217;No changed lines, only additions
03946285e4d8d812b3485e036de69226f7fd4345;2015-08-13T08:53:24+0900;src/main/java/org/apache/commons/bcel6/generic/AnnotationElementValueGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
03946285e4d8d812b3485e036de69226f7fd4345;2015-08-13T08:53:24+0900;src/main/java/org/apache/commons/bcel6/generic/ArrayElementValueGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
03946285e4d8d812b3485e036de69226f7fd4345;2015-08-13T08:53:24+0900;src/main/java/org/apache/commons/bcel6/generic/ClassElementValueGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
03946285e4d8d812b3485e036de69226f7fd4345;2015-08-13T08:53:24+0900;src/main/java/org/apache/commons/bcel6/generic/ElementValueGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
03946285e4d8d812b3485e036de69226f7fd4345;2015-08-13T08:53:24+0900;src/main/java/org/apache/commons/bcel6/generic/EnumElementValueGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
03946285e4d8d812b3485e036de69226f7fd4345;2015-08-13T08:53:24+0900;src/main/java/org/apache/commons/bcel6/generic/SimpleElementValueGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
4227c5cf0ad132e1238ea556718d9bd6a3a592a2;2015-08-13T08:30:09+0900;src/main/java/org/apache/commons/bcel6/generic/CPInstruction.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
4227c5cf0ad132e1238ea556718d9bd6a3a592a2;2015-08-13T08:30:09+0900;src/main/java/org/apache/commons/bcel6/generic/ConstantPoolGen.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
4227c5cf0ad132e1238ea556718d9bd6a3a592a2;2015-08-13T08:30:09+0900;src/main/java/org/apache/commons/bcel6/generic/FieldInstruction.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
4227c5cf0ad132e1238ea556718d9bd6a3a592a2;2015-08-13T08:30:09+0900;src/main/java/org/apache/commons/bcel6/generic/FieldOrMethod.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
4227c5cf0ad132e1238ea556718d9bd6a3a592a2;2015-08-13T08:30:09+0900;src/main/java/org/apache/commons/bcel6/generic/INVOKEDYNAMIC.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
4227c5cf0ad132e1238ea556718d9bd6a3a592a2;2015-08-13T08:30:09+0900;src/main/java/org/apache/commons/bcel6/generic/INVOKEINTERFACE.java;f3f9e9b02c101973da0ed1a51e5dd60b83e5bc65;2015-08-10T06:21:10+0900;BCEL-232;
